mturk,political_stand,session,question_id_sequence,current_question,world,sequential_number,aid 
5c36456c-429b-4384-81fa-9bfd59176c63,Republicans,5c3645af7e08d,"23,1,14,9,12,4,17,19,6,15,8,2,10,13,3,5,7,11,18,16,20,25",20,9,0,5c36456c-429b-4384-81fa-9bfd59176c63
5c36455e-4592-4250-8034-92f0d26cfaf9,strong Democrats,5c3645b122503,"23,18,13,2,9,6,19,1,15,5,4,11,10,3,7,8,17,20,16,14,12,25",12,8,0,5c36455e-4592-4250-8034-92f0d26cfaf9
5c3645d1-8e86-4cfe-b0b2-a922d8ec0479,strong Democrats,5c364607947f8,"24,19,4,20,1,16,2,3,10,13,8,12,6,18,9,14,11,7,15,5,17,25",25,7,0,5c3645d1-8e86-4cfe-b0b2-a922d8ec0479
5c364612-a8ba-4349-b5b1-1142dd9c7fa3,Democrats,5c3646b40e539,"24,8,19,14,15,1,20,12,16,17,18,13,5,2,6,4,9,11,7,10,3,25",3,3,0,5c364612-a8ba-4349-b5b1-1142dd9c7fa3
5c364663-7081-425f-ac21-1ec2ef8fbc19,strong Republicans,5c3646c3838a5,"23,20,8,15,5,16,14,11,13,7,18,19,9,12,1,6,3,4,10,17,2,25",2,1,0,5c364663-7081-425f-ac21-1ec2ef8fbc19
5c36467f-28f4-4376-87da-809a01665b55,Republicans,5c3646d124c46,"23,6,2,4,1,3,8,10,20,18,13,5,12,19,15,16,11,17,7,14,9,25",9,6,0,5c36467f-28f4-4376-87da-809a01665b55
5c3646a6-baec-424d-a72f-9cd7a969c68f,,5c36471d0dc91,"23,9,10,14,20,7,4,6,17,11,5,13,12,18,16,19,8,15,1,3,2,25",23,5,0,5c3646a6-baec-424d-a72f-9cd7a969c68f
5c36474f-a3ce-45e7-965d-2425d7a11836,strong Democrats,5c364798234d4,"23,12,17,1,7,2,20,19,15,11,4,14,13,3,18,16,6,10,5,8,9,25",9,10,0,5c36474f-a3ce-45e7-965d-2425d7a11836
5c36479b-371c-4119-b2ca-41a8691dc7cb,strong Democrats,5c364806b9f54,"23,7,10,16,18,19,8,1,3,5,14,4,20,15,6,2,9,12,17,13,11,25",11,9,0,5c36479b-371c-4119-b2ca-41a8691dc7cb
5c36478c-68bb-4659-b154-f5221ed4836b,,5c3648205fb0b,"23,9,15,11,13,3,4,6,19,10,5,2,16,14,7,12,20,8,18,17,1,25",23,2,0,5c36478c-68bb-4659-b154-f5221ed4836b
5c364762-8f07-4f8d-bc4a-73ea6e951e30,strong Democrats,5c36482d38768,"24,13,12,9,6,10,14,2,16,17,11,18,19,1,4,20,15,8,3,7,5,25",5,4,0,5c364762-8f07-4f8d-bc4a-73ea6e951e30
5c3647c1-a88e-449a-bf26-a63809c1a264,Republicans,5c3648750220e,"24,10,17,19,5,15,8,12,20,2,13,11,6,18,16,14,7,9,3,4,1,25",1,6,0,5c3647c1-a88e-449a-bf26-a63809c1a264
5c3648ca-8a51-4291-80a9-0cd22d287daa,strong Democrats,5c36494c67ce6,"23,18,4,14,2,11,19,15,10,13,6,5,7,8,12,1,17,20,3,9,16,25",16,1,0,5c3648ca-8a51-4291-80a9-0cd22d287daa
5c364992-6857-4e2f-9ecc-b2277f5b826c,strong Democrats,5c3649c4a1d94,"24,17,9,4,11,6,2,1,8,14,7,13,18,12,16,5,3,19,10,15,20,25",25,8,0,5c364992-6857-4e2f-9ecc-b2277f5b826c
5c36491a-5d5b-4f68-a86e-1b0e6cb3cf30,strong Democrats,5c3649cadf80e,"23,12,3,20,9,1,11,2,15,7,10,8,18,13,5,14,16,6,19,17,4,25",4,5,0,5c36491a-5d5b-4f68-a86e-1b0e6cb3cf30
5c3649e9-0624-4336-a149-b3f07178f75c,strong Republicans,5c364a40763a0,"24,7,19,14,13,18,4,10,5,17,3,2,11,15,9,12,20,6,1,8,16,25",16,3,0,5c3649e9-0624-4336-a149-b3f07178f75c
5c364aa1-99c8-4fe4-ac0c-d0005362ec66,strong Democrats,5c364b1978366,"24,12,15,18,17,7,9,6,4,19,3,5,14,11,10,16,20,2,1,13,8,25",8,4,0,5c364aa1-99c8-4fe4-ac0c-d0005362ec66
5c364b04-4694-4447-9530-51b42fc93e27,Republicans,5c364b797978c,"24,1,15,14,17,10,20,5,8,16,4,6,11,13,7,3,2,19,18,9,12,25",12,2,0,5c364b04-4694-4447-9530-51b42fc93e27
5c364b71-e8a8-4671-b7f9-11a355331cdc,Republicans,5c364bb378674,"24,13,5,2,12,15,18,14,7,9,6,19,16,20,8,17,11,10,3,1,4,25",4,10,0,5c364b71-e8a8-4671-b7f9-11a355331cdc
5c364aa5-533e-4b9d-b1a1-4e4d3d08d864,strong Democrats,5c364bd9ced08,"24,7,5,15,4,18,13,11,20,19,12,10,3,16,2,9,1,17,6,8,14,25",25,9,0,5c364aa5-533e-4b9d-b1a1-4e4d3d08d864
5c364bde-978e-4cef-8610-f962c2833c7d,Republicans,5c364c1bb6db4,"23,14,10,7,18,13,8,3,19,2,5,9,6,17,16,12,4,11,20,1,15,25",25,7,0,5c364bde-978e-4cef-8610-f962c2833c7d
5c364be4-ddee-467d-a2cd-f21be25ee265,strong Republicans,5c364c34aeb97,"24,15,14,16,19,11,7,13,3,1,9,20,12,4,2,6,10,5,8,18,17,25",17,9,0,5c364be4-ddee-467d-a2cd-f21be25ee265
5c364c53-aaea-4f35-897a-e8df6cdb59db,strong Republicans,5c364c96528f8,"24,9,4,7,10,18,20,19,11,17,5,12,2,1,3,8,14,6,15,16,13,25",13,8,0,5c364c53-aaea-4f35-897a-e8df6cdb59db
5c364c45-6172-4368-857f-9325322ba6e7,Democrats,5c364c96a9687,"24,20,1,18,7,4,12,14,8,13,19,5,10,2,9,16,11,15,3,17,6,25",25,5,0,5c364c45-6172-4368-857f-9325322ba6e7
5c364c3e-861f-4cfe-83ce-32f12f7862f7,strong Democrats,5c364cf44a36c,"23,6,4,12,19,2,1,13,8,3,18,17,9,14,15,16,7,10,11,20,5,25",23,6,0,5c364c3e-861f-4cfe-83ce-32f12f7862f7
5c364cd0-03e6-4994-acd3-0b48361fde96,Democrats,5c364d7d2f351,"23,5,2,12,9,4,3,1,15,14,11,13,6,17,7,16,20,18,8,10,19,25",25,1,0,5c364cd0-03e6-4994-acd3-0b48361fde96
5c364d44-e20a-44af-b4b9-c3884f5f8610,Republicans,5c364d933fc19,"24,5,11,12,18,1,7,4,19,15,9,13,14,3,6,16,2,17,20,10,8,25",8,2,0,5c364d44-e20a-44af-b4b9-c3884f5f8610
5c364df3-2b46-427e-a5c4-30d787c0d1b0,Republicans,5c364e237180c,"23,13,14,17,15,18,6,9,7,1,4,8,10,2,3,16,20,12,19,11,5,25",5,7,0,5c364df3-2b46-427e-a5c4-30d787c0d1b0
5c364deb-ebaa-4ca6-a8ab-3cb0c0fdad2b,strong Democrats,5c364e927d49b,"24,1,5,7,19,4,17,11,13,20,14,10,8,3,9,12,15,18,6,16,2,25",25,10,0,5c364deb-ebaa-4ca6-a8ab-3cb0c0fdad2b
5c364e41-9251-4f72-a312-351d86b1a362,strong Republicans,5c364e99e218d,"23,6,13,7,11,20,4,5,12,18,2,15,10,8,9,17,1,19,14,16,3,25",3,3,0,5c364e41-9251-4f72-a312-351d86b1a362
5c364a88-bcb3-4100-8977-1ab7c9489e37,Republicans,5c364eb82423c,"24,16,4,12,10,18,11,17,20,7,3,15,1,14,6,13,2,19,9,8,5,25",5,4,0,5c364a88-bcb3-4100-8977-1ab7c9489e37
5c364ef3-abb2-410e-8eaa-9e8bdd49851d,Democrats,5c364f13a6565,"24,10,8,17,4,3,1,16,7,6,11,12,20,14,13,15,2,5,9,18,19,25",19,10,0,5c364ef3-abb2-410e-8eaa-9e8bdd49851d
5c364d3b-8236-4349-b123-731698df0eb2,,5c364f551b36e,"24,6,17,11,7,13,5,15,18,14,3,16,2,20,12,1,8,19,4,9,10,25",24,2,0,5c364d3b-8236-4349-b123-731698df0eb2
5c364d77-3710-43dd-a46a-02bca663481d,strong Republicans,5c364f6c8c315,"23,12,1,18,13,5,9,4,8,14,6,11,16,15,10,20,3,2,19,17,7,25",25,3,0,5c364d77-3710-43dd-a46a-02bca663481d
5c364f01-0507-46b2-9def-369ba1ae28f9,strong Democrats,5c364f9a03c30,"23,18,4,10,5,15,16,11,14,12,7,19,3,13,17,20,2,1,8,9,6,25",6,8,0,5c364f01-0507-46b2-9def-369ba1ae28f9
5c364f50-6c8a-42ce-9c5d-96ab02034a7d,Republicans,5c364fbf551b9,"23,14,18,17,13,6,15,12,9,8,10,16,4,5,20,19,11,7,3,1,2,25",2,6,0,5c364f50-6c8a-42ce-9c5d-96ab02034a7d
5c364ffe-8647-4cae-890d-1265988ceea8,Republicans,5c36503cda841,"24,18,12,15,4,7,11,1,9,3,14,13,5,17,10,16,20,2,19,8,6,25",6,7,0,5c364ffe-8647-4cae-890d-1265988ceea8
5c365002-fec3-4c31-8d9c-9ca5111a5a11,,5c36504b7b545,"24,4,6,17,7,20,16,15,2,11,10,8,5,9,13,18,12,14,1,19,3,25",24,1,0,5c365002-fec3-4c31-8d9c-9ca5111a5a11
5c365021-3820-4bc1-ac7a-5f245cbd3488,Democrats,5c3650609f0be,"24,19,8,15,18,20,4,1,2,12,14,16,3,11,17,5,10,13,7,6,9,25",25,4,0,5c365021-3820-4bc1-ac7a-5f245cbd3488
5c36503d-ed40-4c93-a5cc-5ecd441c5c17,strong Republicans,5c365098c2028,"24,20,17,13,16,7,18,12,15,10,6,2,3,4,14,19,1,5,9,8,11,25",11,9,0,5c36503d-ed40-4c93-a5cc-5ecd441c5c17
5c3650ca-d4aa-446f-9af1-03663bce24cb,strong Republicans,5c36511c87590,"24,19,5,17,16,8,1,15,11,7,14,20,12,6,18,3,13,4,2,10,9,25",9,5,0,5c3650ca-d4aa-446f-9af1-03663bce24cb
5c365053-14f0-4d16-9e0c-eab43b4d987e,Democrats,5c36512b5c2fc,"23,1,2,18,19,11,10,13,15,5,16,3,8,20,17,7,6,4,12,14,9,25",25,2,0,5c365053-14f0-4d16-9e0c-eab43b4d987e
5c3650b8-2d64-4b3d-a476-1b5162c469d4,strong Democrats,5c365171910db,"23,14,11,2,5,8,4,13,6,7,12,3,18,1,10,17,9,15,19,20,16,25",16,9,0,5c3650b8-2d64-4b3d-a476-1b5162c469d4
5c36503e-9180-4744-a393-662af1dedf7b,strong Republicans,5c36517a135bb,"24,20,1,19,17,8,9,3,15,7,10,13,2,18,5,16,14,6,12,11,4,25",24,3,0,5c36503e-9180-4744-a393-662af1dedf7b
5c36516c-528f-4820-84eb-e389af17522e,strong Republicans,5c36519288b6f,"24,10,16,11,14,17,8,6,7,15,12,9,19,4,20,2,18,13,5,3,1,25",1,6,0,5c36516c-528f-4820-84eb-e389af17522e
5c36517a-2a2b-413e-bb0d-e14e99e64956,strong Republicans,5c3651ed943f3,"24,7,10,11,12,6,2,8,14,19,20,13,4,16,1,5,15,18,9,3,17,25",25,4,0,5c36517a-2a2b-413e-bb0d-e14e99e64956
5c365201-972c-4474-b4d3-c92522e69724,strong Democrats,5c36524000907,"24,11,18,3,2,14,17,20,6,4,7,16,19,13,10,8,15,1,9,5,12,25",12,5,0,5c365201-972c-4474-b4d3-c92522e69724
5c365303-7fd6-4532-b116-2e38cf84f5b4,strong Republicans,5c36533f071ed,"23,10,15,8,6,11,9,5,13,1,19,12,2,4,3,20,14,18,7,16,17,25",17,1,0,5c365303-7fd6-4532-b116-2e38cf84f5b4
5c3652dd-e0b8-4eba-bddf-08efa976f542,Democrats,5c3653a7abb4b,"23,14,9,18,4,2,1,13,11,6,17,8,3,10,15,12,5,19,20,16,7,25",7,10,0,5c3652dd-e0b8-4eba-bddf-08efa976f542
5c3652ef-c7e7-425c-8650-32238b0a0623,strong Republicans,5c3653b5b75f4,"23,19,14,3,6,16,1,20,2,5,10,9,17,8,12,4,7,15,11,18,13,25",13,7,0,5c3652ef-c7e7-425c-8650-32238b0a0623
5c365341-0318-4bd2-8fc6-9d7dcd98d266,strong Republicans,5c3654136b48c,"23,12,14,11,8,2,16,15,4,5,20,18,10,6,9,17,19,3,13,1,7,25",25,8,0,5c365341-0318-4bd2-8fc6-9d7dcd98d266
5c3654b2-af35-4e36-8cd5-1d2ff6ae5ff7,Democrats,5c365504e2c25,"24,3,14,5,11,17,19,4,8,10,7,20,6,12,1,15,16,13,2,9,18,25",18,4,0,5c3654b2-af35-4e36-8cd5-1d2ff6ae5ff7
5c365420-b098-4bdb-a592-c1861b0d8c99,strong Republicans,5c36550a52a5d,"23,3,5,2,10,18,19,14,8,17,11,16,15,12,13,7,6,20,9,1,4,25",4,8,0,5c365420-b098-4bdb-a592-c1861b0d8c99
5c365456-67e5-4e75-98aa-74876f460570,strong Democrats,5c36551315428,"23,16,2,7,17,6,4,10,3,14,8,19,9,5,15,1,20,12,11,18,13,25",13,10,0,5c365456-67e5-4e75-98aa-74876f460570
5c364f7e-7d58-403c-9e84-7c9e9784392a,Democrats,5c36551a33160,"24,17,4,18,9,11,1,16,19,3,6,20,2,5,7,8,13,12,15,14,10,25",10,1,0,5c364f7e-7d58-403c-9e84-7c9e9784392a
5c365427-21f1-4f6c-818d-008f87fc5adf,strong Republicans,5c36551d6a072,"23,19,20,14,13,2,12,5,4,1,9,6,3,11,10,16,8,18,17,7,15,25",15,5,0,5c365427-21f1-4f6c-818d-008f87fc5adf
5c3654f1-482a-4ee7-8c21-88fd3dfef37e,Democrats,5c36552e31bce,"23,11,1,8,10,12,16,15,19,13,4,6,7,14,17,20,3,9,5,2,18,25",25,9,0,5c3654f1-482a-4ee7-8c21-88fd3dfef37e
5c3652f2-30ce-4b48-b4b2-0d453ac4edec,Republicans,5c36554de46d2,"24,18,20,17,9,2,15,11,16,1,10,8,19,14,5,3,6,12,4,13,7,25",7,6,0,5c3652f2-30ce-4b48-b4b2-0d453ac4edec
5c365534-5235-4767-9f92-bc20d86dc45c,strong Democrats,5c365566bd49f,"23,3,12,6,10,15,19,18,7,1,16,9,5,4,8,2,17,14,11,20,13,25",13,2,0,5c365534-5235-4767-9f92-bc20d86dc45c
5c3653cf-72cb-4888-a182-25ef3c4464c3,strong Democrats,5c36556f4111e,"24,1,20,3,12,4,7,8,6,9,16,18,11,14,15,17,13,19,10,5,2,25",2,3,0,5c3653cf-72cb-4888-a182-25ef3c4464c3
5c3654f1-640f-4df1-b848-c5f1ed9c6b5d,Republicans,5c3655794b2c3,"24,8,2,1,5,14,15,3,9,7,19,18,12,6,10,4,20,13,17,11,16,25",16,7,0,5c3654f1-640f-4df1-b848-c5f1ed9c6b5d
5c365551-2621-4309-b3c8-2dd2ec9975fe,strong Republicans,5c3655910ef0a,"24,4,1,11,18,6,19,12,2,14,16,10,15,13,8,17,20,5,3,7,9,25",9,5,0,5c365551-2621-4309-b3c8-2dd2ec9975fe
5c3654fd-4ec6-4e2e-afa3-45d8c83e728a,strong Republicans,5c36559a850fa,"23,14,20,9,2,10,1,13,7,12,5,15,3,6,4,17,19,11,18,16,8,25",8,1,0,5c3654fd-4ec6-4e2e-afa3-45d8c83e728a
5c365543-7be2-41be-bd24-25850f1fcc09,strong Republicans,5c3655a0759cf,"24,15,11,10,3,20,9,13,16,5,2,12,4,7,6,8,14,17,18,19,1,25",25,7,0,5c365543-7be2-41be-bd24-25850f1fcc09
5c365559-d360-43c8-82d9-9a14bcf58d95,strong Republicans,5c3655a2c6ff2,"24,15,3,1,10,8,11,20,9,4,13,12,16,2,7,6,5,18,19,14,17,25",17,2,0,5c365559-d360-43c8-82d9-9a14bcf58d95
5c36559c-6eda-4dd3-897a-764e0fafe8f1,,5c3655b979c45,"24,11,9,12,16,10,20,4,7,2,3,1,17,18,8,15,6,13,19,5,14,25",24,6,0,5c36559c-6eda-4dd3-897a-764e0fafe8f1
5c365591-1cec-4772-bd8f-269999bc5334,Democrats,5c3655f61a08e,"24,3,16,1,18,9,2,17,15,7,14,19,4,11,20,12,5,6,13,8,10,25",10,8,0,5c365591-1cec-4772-bd8f-269999bc5334
5c36558b-b2bc-4cbd-8fe8-4c0302d783c5,strong Republicans,5c3655fd6090c,"23,17,15,13,18,2,9,1,16,11,6,8,20,12,14,3,5,19,10,7,4,25",4,3,0,5c36558b-b2bc-4cbd-8fe8-4c0302d783c5
5c3655ac-c2f0-4629-905f-0da8060bd272,Republicans,5c36561e9761a,"24,19,17,8,4,9,5,2,10,13,16,3,6,12,20,1,15,11,18,14,7,25",25,4,0,5c3655ac-c2f0-4629-905f-0da8060bd272
5c365610-b7aa-40f2-8795-1724e00c4df4,Democrats,5c36564d719f6,"23,6,2,15,9,8,16,10,18,1,19,3,14,4,13,11,12,17,7,5,20,25",20,10,0,5c365610-b7aa-40f2-8795-1724e00c4df4
5c3655f3-4c39-4615-8c45-859bd9e28671,strong Republicans,5c365661db9df,"24,19,20,11,10,5,18,4,1,13,3,15,8,7,14,12,2,9,17,6,16,25",16,9,0,5c3655f3-4c39-4615-8c45-859bd9e28671
5c36562a-515c-48bd-a9ab-efe017d95a67,strong Republicans,5c36566c94b6a,"24,13,1,6,9,18,4,14,15,16,2,19,17,11,20,3,7,12,8,5,10,25",10,3,0,5c36562a-515c-48bd-a9ab-efe017d95a67
5c36561b-0539-49d7-8483-88e9b1d4d69d,Republicans,5c36569b8fa70,"24,7,11,9,3,1,20,8,14,10,6,13,19,15,17,2,16,12,4,18,5,25",5,1,0,5c36561b-0539-49d7-8483-88e9b1d4d69d
5c3656b6-7868-43e4-837e-0497abf43aa6,Democrats,5c3656eb60e91,"24,14,4,15,1,3,11,16,2,20,17,7,12,18,19,8,6,10,9,5,13,25",13,8,0,5c3656b6-7868-43e4-837e-0497abf43aa6
5c365694-c55d-4b0c-b8aa-ad9528c14185,strong Republicans,5c365720cb450,"24,7,11,17,10,13,15,1,3,14,8,6,19,20,4,2,18,16,12,9,5,25",5,5,0,5c365694-c55d-4b0c-b8aa-ad9528c14185
5c365400-503e-437e-8eac-177150870a0d,Republicans,5c36574d08187,"24,7,16,17,8,3,14,10,5,19,1,4,11,20,9,6,15,13,12,18,2,25",2,4,0,5c365400-503e-437e-8eac-177150870a0d
5c3653e0-dca0-4436-adb6-f72e83fbb6a0,Democrats,5c36575173ab6,"24,14,19,9,15,13,12,7,17,3,4,10,5,16,1,11,8,20,6,2,18,25",18,2,0,5c3653e0-dca0-4436-adb6-f72e83fbb6a0
5c3656d7-964d-4856-9b03-a16555d4b48f,strong Democrats,5c3657922b54e,"24,17,19,9,4,20,18,3,14,15,13,2,8,6,11,1,5,16,7,12,10,25",10,7,0,5c3656d7-964d-4856-9b03-a16555d4b48f
5c3657a4-7d9d-4d8d-8983-125e0e53c17c,Republicans,5c3657db073a5,"23,2,16,6,17,10,20,12,11,9,8,4,19,3,14,15,7,1,5,13,18,25",25,9,0,5c3657a4-7d9d-4d8d-8983-125e0e53c17c
5c36582b-021f-4478-89d0-cd3a8b1a867f,strong Democrats,5c36589bed457,"23,19,12,16,4,8,9,1,2,3,18,15,6,17,11,20,13,14,7,10,5,25",25,6,0,5c36582b-021f-4478-89d0-cd3a8b1a867f
5c3658f5-42a2-4c7d-8560-6a9394f915d1,Democrats,5c36596869f8c,"23,9,15,12,11,16,13,17,18,10,5,4,14,7,20,8,19,3,6,2,1,25",25,10,0,5c3658f5-42a2-4c7d-8560-6a9394f915d1
5c36591b-5bbd-4a4a-a67f-320dae838bc9,strong Democrats,5c36598ab3c37,"23,1,18,10,17,13,5,19,20,16,14,12,9,11,4,8,3,6,7,2,15,25",15,5,0,5c36591b-5bbd-4a4a-a67f-320dae838bc9
5c36598c-d599-4fc9-8ad4-5d42248ff2e0,Democrats,5c3659bd2e5b6,"24,17,6,9,4,20,12,18,16,3,5,8,1,7,2,19,13,10,11,15,14,25",25,10,0,5c36598c-d599-4fc9-8ad4-5d42248ff2e0
5c365990-4ca7-4a38-9586-ad4fa3321091,,5c3659daa8f0e,"23,11,20,10,3,5,2,4,14,8,1,19,17,9,16,15,6,12,7,13,18,25",23,1,0,5c365990-4ca7-4a38-9586-ad4fa3321091
5c3659e2-fc34-4617-b3ff-f8dbee25313d,strong Democrats,5c365a3e53f08,"24,6,5,13,7,10,14,20,18,12,1,9,15,11,3,19,8,17,2,16,4,25",4,8,0,5c3659e2-fc34-4617-b3ff-f8dbee25313d
5c365a59-77e7-43b4-90b2-038488ed71c1,strong Republicans,5c365abb3a9c3,"23,3,6,11,15,18,17,12,20,2,9,16,19,8,7,13,1,5,10,4,14,25",14,7,0,5c365a59-77e7-43b4-90b2-038488ed71c1
5c365a65-2d19-43ef-b201-39c568c4ef9d,,5c365ac00b4c1,"23,11,12,14,2,15,9,1,18,6,20,19,16,10,5,4,13,8,17,3,7,25",23,6,0,5c365a65-2d19-43ef-b201-39c568c4ef9d
5c365a97-3fac-43f1-89df-8491f5c65c26,Democrats,5c365ad886c17,"24,19,20,15,11,18,5,3,13,10,4,9,16,6,14,7,1,17,2,12,8,25",8,2,0,5c365a97-3fac-43f1-89df-8491f5c65c26
5c365a56-cbdd-4d15-be1b-f7e047435217,Republicans,5c365b3e0296d,"24,7,1,13,9,18,19,2,20,16,5,11,3,17,4,6,10,12,15,8,14,25",14,9,0,5c365a56-cbdd-4d15-be1b-f7e047435217
5c365b12-79e6-4da4-a96e-320a71707703,strong Democrats,5c365b781f3b6,"24,11,7,16,4,10,19,6,1,3,15,18,20,17,2,5,12,14,9,13,8,25",25,4,0,5c365b12-79e6-4da4-a96e-320a71707703
5c365b2c-f965-4501-8da4-71dd4e2f2086,neither,5c365b7e4441d,"24,9,3,5,1,7,19,13,10,12,11,18,20,2,17,14,8,6,15,16,4,25",24,3,0,5c365b2c-f965-4501-8da4-71dd4e2f2086
5c365b64-ea29-40b2-8ff5-806413bce7e3,Republicans,5c365baeb6843,"23,12,14,13,17,5,16,20,7,3,8,2,1,9,19,15,18,4,10,11,6,25",25,5,0,5c365b64-ea29-40b2-8ff5-806413bce7e3
5c365bc2-69c5-4767-97fd-ee9bd4a5853e,strong Democrats,5c365be664d35,"23,18,12,17,10,14,20,9,7,13,16,19,3,8,15,5,11,1,4,6,2,25",2,9,0,5c365bc2-69c5-4767-97fd-ee9bd4a5853e
5c365b70-9c25-46b3-aab0-72ff0a8ea342,strong Democrats,5c365bebe367a,"24,10,5,7,17,16,1,15,4,19,9,3,18,20,12,13,14,6,11,2,8,25",25,2,0,5c365b70-9c25-46b3-aab0-72ff0a8ea342
5c365bbf-050c-4064-9a8f-7a2fc66f6023,,5c365bfecd7a0,"24,2,3,19,20,1,17,9,8,16,11,18,15,10,4,13,7,12,6,5,14,25",24,4,0,5c365bbf-050c-4064-9a8f-7a2fc66f6023
5c365be0-f4c6-41e4-ae74-0d837fdfd7ed,Democrats,5c365c04d3fe5,"23,20,18,12,8,4,3,17,7,14,1,2,19,9,15,10,13,6,11,5,16,25",16,10,0,5c365be0-f4c6-41e4-ae74-0d837fdfd7ed
5c365b77-71f3-4b07-93e5-bb42dbfce317,strong Republicans,5c365c10afd42,"24,13,6,19,18,3,2,10,11,15,17,7,4,12,16,8,5,20,1,9,14,25",25,1,0,5c365b77-71f3-4b07-93e5-bb42dbfce317
5c365bb4-abd8-48be-ab3a-eb29ff0c1a21,strong Democrats,5c365c190b762,"24,3,4,8,2,17,11,9,13,19,20,1,5,18,7,15,14,6,10,16,12,25",25,6,0,5c365bb4-abd8-48be-ab3a-eb29ff0c1a21
5c365bdc-7f52-4687-9b0c-af33a58ac84d,Republicans,5c365c2109f70,"23,14,6,12,13,19,4,11,17,1,9,16,7,3,15,18,20,8,5,2,10,25",25,8,0,5c365bdc-7f52-4687-9b0c-af33a58ac84d
5c365bb2-f99d-4c5e-ba64-7c846b251e1f,Democrats,5c365c2c5436c,"24,10,12,6,19,5,9,2,14,20,8,15,4,7,13,3,16,11,17,1,18,25",18,7,0,5c365bb2-f99d-4c5e-ba64-7c846b251e1f
5c365be6-a94e-4b27-baba-292aad9844e0,,5c365c5400871,"24,3,11,12,17,16,8,15,18,7,10,19,2,6,5,14,1,20,9,4,13,25",24,3,0,5c365be6-a94e-4b27-baba-292aad9844e0
5c365c0e-9128-4aea-9ea2-887f849109f5,Republicans,5c365c759d735,"24,11,2,15,6,12,5,20,18,9,3,17,13,7,14,16,10,4,8,1,19,25",19,3,0,5c365c0e-9128-4aea-9ea2-887f849109f5
5c365bff-6442-4fff-864b-f34561512edd,,5c365c8fd5a44,"24,1,14,15,16,12,18,20,2,6,19,5,8,11,13,3,17,7,4,10,9,25",24,8,0,5c365bff-6442-4fff-864b-f34561512edd
5c365cc2-bddd-4597-8866-149bd2b4bd70,strong Democrats,5c365d1eace1d,"23,12,15,13,9,17,10,4,2,19,7,8,20,18,14,11,5,16,6,1,3,25",3,1,0,5c365cc2-bddd-4597-8866-149bd2b4bd70
5c365ce4-67dd-4486-8576-ca5d5fff3dd6,strong Republicans,5c365d25a00e0,"24,11,13,20,1,19,8,17,7,5,12,3,18,4,14,9,15,16,10,6,2,25",2,5,0,5c365ce4-67dd-4486-8576-ca5d5fff3dd6
5c365d7a-4926-40dc-8376-bdf765f891dd,Republicans,5c365ddc39444,"24,19,7,17,8,6,10,14,11,20,2,4,16,15,9,13,12,3,5,18,1,25",1,10,0,5c365d7a-4926-40dc-8376-bdf765f891dd
5c365db1-6e17-4433-9af6-4742310d4f43,Democrats,5c365de148906,"24,11,6,13,14,8,16,4,2,10,15,12,19,9,3,5,1,7,20,17,18,25",18,2,0,5c365db1-6e17-4433-9af6-4742310d4f43
5c365d5c-3a75-41c3-9a1f-61d5bc9615dc,Democrats,5c365de3d5f1a,"23,18,4,2,6,9,8,15,13,12,10,14,7,17,16,19,1,11,3,5,20,25",20,4,0,5c365d5c-3a75-41c3-9a1f-61d5bc9615dc
5c365d7f-bb07-4b8d-9bc6-9ba79e3b9494,Democrats,5c365e0e802ab,"23,8,13,12,19,10,4,11,17,16,1,9,14,3,5,2,18,7,6,20,15,25",15,9,0,5c365d7f-bb07-4b8d-9bc6-9ba79e3b9494
5c365e00-e53d-46d4-91a6-5f46ef0c6b92,,5c365e480993f,"24,9,7,13,18,20,12,15,1,5,8,10,14,16,4,17,6,3,2,19,11,25",24,6,0,5c365e00-e53d-46d4-91a6-5f46ef0c6b92
5c365e10-80da-484d-a800-25e98e207cc6,Democrats,5c365e4a6917e,"23,20,19,15,4,6,5,11,2,8,14,18,12,9,3,17,13,16,1,10,7,25",7,7,0,5c365e10-80da-484d-a800-25e98e207cc6
5c365e2c-09f9-4334-af79-a85c797d079d,strong Republicans,5c365e6516d7b,"24,13,7,3,11,12,5,20,9,1,8,17,19,14,2,4,16,18,6,15,10,25",10,8,0,5c365e2c-09f9-4334-af79-a85c797d079d
5c365e64-256b-4cbc-8f04-aaaf98172b41,strong Democrats,5c365eac59915,"24,18,12,6,16,15,13,1,17,5,11,9,7,20,14,19,4,10,8,3,2,25",25,5,0,5c365e64-256b-4cbc-8f04-aaaf98172b41
5c365e70-1e4d-4cf8-8825-5451a5e084bb,Republicans,5c365eae51202,"23,13,11,18,12,17,6,7,20,1,3,10,16,5,4,19,2,8,15,14,9,25",9,1,0,5c365e70-1e4d-4cf8-8825-5451a5e084bb
5c365de8-954e-4686-b482-99e404c5ecc1,Republicans,5c365eb3bc847,"24,8,9,5,17,15,14,7,20,12,3,1,16,4,2,11,6,18,10,13,19,25",25,10,0,5c365de8-954e-4686-b482-99e404c5ecc1
5c365e20-35b4-4eb6-8b6e-7253d60371d2,Republicans,5c365ebd84d2a,"23,12,11,5,14,4,18,9,6,3,10,1,7,15,17,16,2,13,8,19,20,25",25,2,0,5c365e20-35b4-4eb6-8b6e-7253d60371d2
